image_filename,lp_id,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,edge_detection_type,edge_detection_time_us
NAB1234.jpg,1.0,[442.4022216796875 337.9801025390625 1162.5904541015625 595.5087890625],0.8768932223320007,NAB1234,0.90956791716925,rcm_max,4.150000e+00,0.0042,4.1500,4150.0000
