image_filename,lp_id,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,edge_detection_type,edge_detection_time_us
123SBC.jpg,-1,[432.0462951660156 255.96852111816406 1158.933837890625 677.6387939453125],0.18854162096977234,132SLC,0.19508468582833646,canny,1.113000e+00,0.0011,1.1130,1113.0000
