image_filename,lp_id,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,edge_detection_type,edge_detection_time_us
123NBC.jpg,-1,[428.01055908203125 268.4130554199219 1192.964111328125 690.6431274414062],0.5573562383651733,123MBC,0.4924335795153773,rcm_abs,4.670000e+00,0.0047,4.6700,4670.0000
