image_filename,lp_id,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,edge_detection_type,edge_detection_time_us
NAB1234.jpg,1.0,[442.4022216796875 337.9801025390625 1162.5904541015625 595.5087890625],0.8768932223320007,WAB1234,0.9656459093093872,rcm_abs,3.363000e+00,0.0034,3.3630,3363.0000
