image_filename,lp_id,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,edge_detection_type,edge_detection_time_us
NBC1234.jpg,1.0,[463.4794006347656 326.83477783203125 1177.2484130859375 604.5177001953125],0.8823725581169128,NB1254,0.23378397524356842,canny,2.602000e+00,0.0026,2.6020,2602.0000
