image_filename,lp_id,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,edge_detection_type,edge_detection_time_us
NGP3944.jpg,1.0,[421.8477783203125 326.1531982421875 1158.382568359375 622.577392578125],0.955122709274292,NGP3964,0.1952480573417646,rcm_abs,1.562600e+01,0.0156,15.6260,15626.0000
