image_filename,lp_id,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score,edge_detection_type,edge_detection_time_us
123SBC.jpg,-1,[432.0462951660156 255.96852111816406 1158.933837890625 677.6387939453125],0.18854162096977234,123SBC,0.34551498554644516,rcm_abs,4.092000e+00,0.0041,4.0920,4092.0000
